0.902753,0.156604,1,105845
0.068673,0.955799,1,450030
0.999838,0.986170,1,702605
0.999527,0.927791,1,444400
0.579554,0.307416,1,194489
0.727398,0.763164,1,134094
0.856521,0.989979,1,89451
0.360915,0.643858,1,849200
0.963504,0.231610,1,4323
0.999673,0.970642,1,231971
0.993142,0.719381,1,716253
0.074890,0.512428,1,323286
0.293323,0.380897,1,538270
0.070721,0.658804,1,168161
0.792986,0.858329,1,954825
0.882686,0.716951,1,846127
0.900578,0.966316,1,863614
0.039188,0.589209,1,677507
0.467844,0.848437,1,573084
0.992525,0.631246,1,266932
0.016853,0.968023,1,219207
0.998403,0.941673,1,13874
0.999775,0.960389,1,479653
0.992684,0.871285,1,101712
0.701695,0.820263,1,844158
0.002704,0.935496,1,592337
0.003715,0.199208,1,852496
0.704780,0.403718,1,330256
0.426491,0.885756,1,80884
0.934879,0.669555,1,753240
0.998650,0.950029,1,434963
0.968316,0.297431,1,186729
0.999110,0.987990,1,203270
0.000034,0.212183,1,137567
0.598265,0.907337,1,631129
0.936679,0.942448,1,397759
0.861413,0.966721,1,271661
0.950809,0.952008,1,720581
0.879307,0.164484,1,246960
0.882920,0.936416,1,275985
0.970215,0.573070,1,952552
0.984890,0.994507,1,963213
0.001298,0.942250,1,599271
0.005894,0.421837,1,490822
0.991617,0.745431,1,131374
0.970699,0.591876,1,554096
0.970791,0.456647,1,336949
0.748475,0.272806,1,994988
0.679932,0.622062,1,231603
0.000000,0.350196,1,910033
0.985207,0.926200,1,261920
0.007054,0.583679,1,450810
0.001171,0.571764,1,923907
0.030181,0.721641,1,741573
0.853345,0.390955,1,552522
0.900762,0.641633,1,768065
0.029269,0.617389,1,333911
0.000067,0.533540,1,405017
0.386873,0.105795,1,98320
0.979110,0.944942,1,414795
0.015882,0.085753,1,158257
0.993954,0.845324,1,533283
0.995187,0.860807,1,601524
0.982713,0.912501,1,361527
0.998971,0.714100,1,670850
0.000394,0.057012,1,232653
0.088629,0.731130,1,759287
0.000115,0.113038,1,942511
0.995451,0.885965,1,953235
0.987112,0.937896,1,6246
0.970335,0.826893,1,218496
0.151849,0.417456,1,905787
0.412577,0.880733,1,969459
0.434536,0.205926,1,817767
0.997953,0.925748,1,396608
0.979020,0.794268,1,100834
0.999993,0.997637,1,371862
0.012236,0.951742,1,733557
0.929739,0.440091,1,95821
0.809615,0.940499,1,603465
0.929515,0.510517,1,643590
0.923609,0.972165,1,357742
0.999753,0.978804,1,54274
0.008914,0.124197,1,567497
0.592021,0.384187,1,99315
0.943024,0.362870,1,606797
0.980509,0.856638,1,335562
0.705704,0.781744,1,433226
0.000024,0.974166,1,11813
0.998130,0.779010,1,433883
0.000554,0.631173,1,848020
0.974774,0.865940,1,170071
0.972771,0.776151,1,967166
0.999059,0.305864,1,449545
0.943249,0.827127,1,531599
0.969351,0.749109,1,638016
0.417001,0.883506,1,682198
0.702667,0.442632,1,290885
0.440091,0.962307,1,580528
0.928631,0.773611,1,635433
0.066374,0.996056,1,297132
0.054119,0.305417,1,799023
0.070454,0.597283,1,541219
0.764902,0.993710,1,266591
0.171563,0.094258,1,616790
0.115365,0.768424,1,937828
0.806843,0.937737,1,367425
0.000002,0.795793,1,988653
0.998356,0.873166,1,671385
0.995283,0.252395,1,463246
0.997566,0.967103,1,592118
0.011986,0.377526,1,314975
0.966523,0.955840,1,820988
0.993119,0.727566,1,646393
0.104584,0.740964,1,882472
0.003643,0.744594,1,920303
0.000031,0.831267,1,253189
0.611633,0.533698,1,218034
0.825566,0.298017,1,353528
0.282281,0.902252,1,265003
0.992126,0.930052,1,651917
0.135087,0.248084,1,201549
0.999936,0.986926,1,435074
0.318695,0.345689,1,619082
0.993703,0.982131,1,651093
0.648398,0.858196,1,966673
0.839702,0.813681,1,257099
0.051223,0.863167,1,333292
0.992320,0.720541,1,257559
0.000001,0.904878,1,837626
0.992703,0.764304,1,968724
0.838840,0.979394,1,554690
0.907488,0.718982,1,636650
0.881847,0.731079,1,509944
0.887441,0.672545,1,821281
0.989954,0.890839,1,253440
0.019894,0.807859,1,447771
0.548726,0.071577,1,188706
0.775415,0.721831,1,242093
0.962796,0.965197,1,119156
0.587029,0.219899,1,651952
0.970045,0.906480,1,834210
0.003887,0.642544,1,434131
0.072327,0.793238,1,472940
0.107145,0.500242,1,480603
0.000345,0.763595,1,316603
0.945921,0.820724,1,393243
0.421845,0.990884,1,733792
0.526131,0.947250,1,534637
0.979786,0.654181,1,746771
0.511887,0.147457,1,998795
0.953514,0.834044,1,186554
0.999340,0.692907,1,948320
0.000287,0.139794,1,433870
0.970658,0.510513,1,805636
0.409248,0.250548,1,599413
0.733053,0.583001,1,400543
0.999960,0.987729,1,62734
0.781169,0.461816,1,932705
0.774330,0.223160,1,658101
0.000800,0.019756,1,900361
0.319631,0.735118,1,901429
0.571850,0.732634,1,212791
0.774164,0.908590,1,537010
0.999455,0.964134,1,411373
0.000825,0.699262,1,34072
0.999842,0.994952,1,790450
0.997616,0.917999,1,859144
0.981558,0.969349,1,222779
0.010272,0.476312,1,32542
0.957749,0.762538,1,978300
0.940730,0.251755,1,874731
0.137405,0.907222,1,866753
0.952243,0.982912,1,412431
0.243896,0.288855,1,347671
0.508055,0.917171,1,347356
0.780209,0.840905,1,729034
0.969470,0.800101,1,740913
0.924090,0.988857,1,81148
0.057718,0.795381,1,263671
0.994037,0.488039,1,487684
0.185027,0.725486,1,79943
0.934921,0.721229,1,450224
0.989052,0.939632,1,436004
0.999611,0.996099,1,513813
0.994106,0.941912,1,255860
0.013160,0.851749,1,35416
0.222553,0.543160,1,914356
0.090600,0.067601,1,318595
0.973912,0.303093,1,968121
0.882907,0.950167,1,572457
0.000584,0.810355,1,218956
0.000005,0.510311,1,869550
0.030807,0.515538,1,785248
0.976752,0.965456,1,755966
0.974521,0.642739,1,280923
0.998784,0.991035,1,819321
0.986381,0.436380,1,546416
0.965039,0.465837,1,140067
0.973473,0.886083,1,42099
0.998557,0.928276,1,578958
0.999989,0.777676,1,118367
0.003409,0.437570,1,916831
0.997402,0.950230,1,445711
0.888371,0.460274,1,530798
0.979039,0.668565,1,264502
0.217299,0.845855,1,793067
0.936594,0.740810,1,259832
0.941116,0.846729,1,5414
0.111784,0.517195,1,874216
0.031060,0.115444,1,523503
0.922336,0.989580,1,493099
0.998709,0.769837,1,954159
0.089031,0.649365,1,973728
0.994206,0.987769,1,929103
0.106430,0.614603,1,467972
0.422199,0.916668,1,229588
0.000422,0.616889,1,964520
0.005450,0.144243,1,382327
0.973534,0.441232,1,548183
0.000001,0.842537,1,932641
0.255138,0.921317,1,954784
0.962597,0.606523,1,767139
0.833637,0.814087,1,802191
0.209602,0.936181,1,740032
0.850849,0.655949,1,523104
0.977057,0.953291,1,83114
0.992387,0.864083,1,559353
0.143352,0.704607,1,69520
0.968737,0.376844,1,223181
0.775056,0.946537,1,601453
0.030216,0.829119,1,648479
0.996128,0.930655,1,341549
0.653031,0.925091,1,518284
0.898497,0.685135,1,94190
0.022564,0.830945,1,872347
0.080897,0.931540,1,782786
0.000000,0.021830,1,887258
0.010048,0.042999,1,132179
0.856135,0.162715,1,788201
0.044487,0.945626,1,761473
0.122612,0.552614,1,655682
0.997133,0.701909,1,281300
0.047435,0.772880,1,715632
0.983919,0.636509,1,629410
0.964358,0.388947,1,210403
0.000599,0.877438,1,183604
